7474,Hillside Boutique Hotel,HIllside Boutique Hotel,"<p>Esacpe the hustle and bustle of the city. Create a destination wedding that's close, convenient and beautiful. &nbsp;Welcome to Hillside Boutique Hotel.</p>
<p>Our gorgeous hillside view of the Texas Hill Country awaits you and your guests! We have a stunning outdoor arbor perfect for an intimate Ceremony. A lovely porch and Tasting room for your cocktail hour. A beautiful ballroom for the reception of your dreams!</p>
<p>The hotel has wonderful suites and all guest rooms have private balconies. The amenities also include pool, spa, restaurant and bar. Enjoy your all inclusive wedding at a beautiful boutique hotel in quaint Castroville.</p>
<p>Contact us today to schedule a tour by calling (830) 521-9142 or emailing events@thehotelalsace.com.</p>",celebrate@hillsidetexas.com,A Bride-to-Be From San Antonio Weddings,celebrate@hillsidetexas.com,https://www.facebook.com/hotelalsacecastroville/,93701288607,https://www.instagram.com/eventsat1651/,,Hillside Boutique Hotel Wedding Receptions in Castroville,"From our beautiful arbor and terrace, to our ballroom or the tasting room. There are so many opportunities for hosting your special event at Hillside Boutique Hotel.","Castroville weddings, Guest accommodations in castroville,",8305219142,,,
7475,Hilton Palacio del Rio,Hilton Palacio del Rio River Walk,"<p align=""left"">A True San Antonio Experience in a perfect location. Nothing will make you happier than celebrating your special day along the romantic River Walk at Hilton Palacio del Rio. Hilton has the perfect location for every style, offering fabulous views of the River Walk and Downtown Skyline. As the longest Four Diamond award-winning hotel in San Antonio, Palacio del Rio offers delightful meals, polished service &amp; superior guest rooms.<br /> <br /> Our $35 million&nbsp;renovation is&nbsp;now complete!&nbsp; Each Ballroom features a Modern &amp; Sophisticated Style with views of the San Antonio River Walk or Downtown Skyline.<br /> &nbsp;<br /> The graceful <strong>Salon del Rey Ballroom</strong>, offering seating for 400,&nbsp;features all-new, floor-to-ceiling windows and understated light sconces displaying the classic San Antonio quatrefoil design. <br /> <br /> Your special event may be set in Hilton Palacio del Rio&rsquo;s premier venue, the <strong>Stetson</strong>.&nbsp; Offering simple elegance with an unparalleled River Walk view, Brazilian red wood paneled walls and richly appointed furnishings create a lasting impression.<br /> &nbsp;<br /> Nestled on the fifth floor with lush foliage and a beautiful gazebo, the <strong>Terrace Garden</strong> will entice and delight your guests! It is an oasis in the heart of the city and a perfect outdoor venue for your Wedding Ceremony, or cocktails and hors d'oeuvres.<br /> <br /> The <strong>La Vista Ballroom&nbsp;and El Mirador Ballroom</strong>, located on the 22nd floor, offer impressive 360&deg; views of the San Antonio skyline.<br /> <br /> <strong>The Pavilion by Hilton</strong> is a brilliantly re-cut jewel located in HemisFair Park. A limestone and wood structure built in the late 1800's, the historic building has been completely restored into an elegant, self-contained venue located across the street from the hotel.<br /> <br /> Leave the intricate details of your special day in the experienced hands of Hilton Palacio del Rio. For more information, please call 210-224-3393!<br /> &nbsp;</p>",Sandrine.McCurdy@Hilton.com,A Bride-to-be from SanAntonioWeddings.com,Sandrine.McCurdy@Hilton.com,https://www.facebook.com/HiltonPalaciodelRio,1.43618E+11,https://www.instagram.com/hiltonpalacio/?hl=en,https://www.pinterest.com/hiltonpalacio/,Hiiton Palacio del Rio River Walk San Antonio Weddings and Receptions,"Hilton Palacio del Rio offers several rooms for offering fabulous views of the River Walk for your wedding and reception in downtown San Antonio,TX.","hilton, hotel, weddings, receptions, rehearsal dinners, san antonio, tx, hilton palacio del rio, hilton, river walk,  hotel, guest accommodations, lodging, san antonio, tx, hilton palacio, palacio, palacio del rio, downtown",2102243367,2102221400,NULL,https://www.sanantonioweddings.com/vt/hiltonpalaciodelrio
7476,Hilton San Antonio Airport,Hilton San Antonio Airport,"<p class=""MsoNormal"" style=""margin: 0in 0in 10pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Celebrate with family and friends in the beautiful <strong>Hilton San Antonio Airport</strong>. </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 10pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Located within just a few short miles of the San Antonio International Airport and within 15 minutes of downtown, it is the perfect place for all your celebration needs. </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 10pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Our versatile floor plans and neutral decor is ideal for bridal luncheons, rehearsal dinners and wedding ceremonies and receptions and so much more. For intimate gatherings of 20 or large affairs of 400, Hilton San Antonio&nbsp;Airport has something for everyone. </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 10pt;""><span style=""font-family: arial, helvetica, sans-serif;"">Enjoy delectable dishes prepared by our exceptional culinary staff. Although preset packages are available, our executive chef can customize a menu to fit your specific tastes. Whether you&rsquo;re looking for something casual or fine-dining cuisine, at Hilton San Antonio Airport we will do it all. </span></p>
<p class=""MsoNormal"" style=""margin: 0in 0in 10pt;""><span style=""font-family: arial, helvetica, sans-serif;"">For more information or to schedule a tour, visit our website or contact our Catering Department at 210-377-4617.&nbsp;</span></p>",crystal.conchas@hilton.com,A Bride-to-be from SanAntonioWeddings.com,crystal.conchas@hilton.com,https://www.facebook.com/HiltonSanAntonioAirport,1.0792E+14,https://www.instagram.com/hilton_sanantonioairport/,http://www.pinterest.com/HiltonSAAirport/,"Hilton San Antonio Airport Wedding Venue and Accommodations San Antonio, TX",The Hilton San Antonio Airport Hotel is committed to making your wedding day joyful and exciting. Also accommodating your out of town guests.,"Hilton San Antonio airport hotel, Hilton airport, hotel weddings, airport hotel, Hilton san antonio North, hilton, airport, hilton north, hotel, weddings, guest accommodations, san antonio, tx, hilton north, airport, hilton, hote",2103774617,2103406060,,https://www.sanantonioweddings.com/vt/hiltonairport
7477,Hilton San Antonio Hill Country,Hilton San Antonio Hill Country,"<p>Come celebrate in a beautiful Hill Country setting with all the amenites of a luxury resort.<br /><br />The Hilton San Antonio Hill Country is eager to show off their wonderful Amenities, services,&nbsp; and accommodations for all of your out-of-town guests.<br /><br />You'll love the culinary options and the incredible settings that are ideal for a breathtaking ceremony and your never ending reception celebration.<br /><br />Schedule a tour and talk with a team member to see all the many options that Hilton San Antonio Hill Country has to offer.&nbsp;</p>",deborah.cortez@hilton.com,bride-to-be-San Antonio Weddings Magazine,deborah.cortez@hilton.com,https://www.facebook.com/HiltonSanAntonioHillCountry/,6.67318E+14,https://www.instagram.com/hiltonsanantoniohillcountry/,,HIlton San Antonio Hill Country,Host your wedding at the beautiful Hilton San Antonio Hill Country Hotel. Our Hill Country Hotel and Spa is just one mile from SeaWorld. Perfect for your reception and guest accommodations.,,2107675308,,,https://www.sanantonioweddings.com/vt/hiltonhillcountry
7478,Hofmann Ranch by Wedgewood Weddings,Hofmann Ranch by Wedgewood Weddings,"<p class=""MsoNormal"" style=""margin: 0in 0in 0pt;"">Hofmann Ranch has joined the Wedgewood Weddings' family of venues! <br /><br />This superb wedding venue is a country paradise, with a choice of gorgeous ceremony and reception options, like the: Grande Hall, Meadows Pavilion, Garden Lookout, and Redbrick Patio. Hofmann Ranch by Wedgewood Weddings is just outside San Antonio, TX and has flexible indoor and outdoor event space that can be easily decorated to match every wedding style and guest count. At this rustic and versatile wedding venue, you and your guests will enjoy stunning views of the pastures of Medina Valley, complemented by mature oaks and lush green fields among a choice sunlit courtyards and the romantic glow of bistro lights. Call today to schedule your free venue tour and consultation!</p>",national@wedgewoodweddings.com,A Bride-to-be from SanAntonioWeddings.com,marketing@wedgewoodweddings.com,https://www.facebook.com/HofmannRanch,1.16998E+14,https://www.instagram.com/hofmannranch/,,"Grande Hall at Hofmann Ranch - Castroville, TX",The Grande Hall at the Hofmann Ranch sits atop 350 acres of lush hill country with views of the beautiful Medina Valley.,"the grande hall, the hofmann ranch, castroville, ranch weddings, the grande hall at the hofmann ranch, castroville, tx, the grand hall, hoffmann ranch, hoffman ranch, weddings, hill country, receptions, medina valley, rio medina",8669663009,,210-240-6704,https://www.sanantonioweddings.com/vt/hofmannranch
7479,Holy Trinity Banquet Hall,Holy Trinity Banquet Hall,"<p><span style=""font-family: arial, helvetica, sans-serif;"">Holy Trinity&nbsp;Banquet Hall&nbsp;is a place where people can come together to celebrate the gift of life.&nbsp;<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">We offer an elegantly appointed, spacious 9,000 square foot&nbsp;facility that needs only your imagination to be transformed into the ballroom of your dreams.<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Our fully carpeted banquet hall boasts 22 foot ceilings,&nbsp;a&nbsp;1,000 square foot polished wood dance floor, and 72"" round tables&nbsp;and cathedral chairs&nbsp;to accommodate up to&nbsp;500 guests.&nbsp;&nbsp;With state-of-the-art technology, we can also light the room 8,000 different ways!&nbsp; These extras, along with&nbsp;set-up, and clean-up,&nbsp;are all included in&nbsp;the rental of the room at no extra charge.<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">We also offer a great central location in&nbsp;the&nbsp;prestigious Stone Oak area, beautiful grounds, ample set-up time, and plenty of free parking.&nbsp; Our commercial kitchen is&nbsp;available for use by your outside caterers,&nbsp;and we are happy to recommend&nbsp;vendors for all of your wedding day needs.&nbsp;<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Please contact our Facilities Manager for a personal tour.&nbsp; We look forward to sharing in your celebration!</span></p>
<p>&nbsp;</p>",deaconray@HolyTrinitysat.org,A Bride-to-be from SanAntonioWeddings.com,deaconray@HolyTrinitysat.org,,1.58602E+14,,,Holy Trinity Banquet Hall and Church San Antonio Wedding and Reception Venue,Holy Trinity Banquet Hall and Church is a perfect San Antonio Wedding and Reception site. Large ballroom perfect for dancing and large weddings.,"holy trinity banquet hall, wedding reception, rehearsal dinner, san antonio, texas, holy trinity, rehearsal dinners, receptions, san antonio, tx,",2104970700,2104974200,NULL,https://www.sanantonioweddings.com/vt/holytrinity/
7480,Hotel Valencia Riverwalk,Hotel Valencia Riverwalk,"<p class=""MsoNormal"" style=""text-align: left;""><strong><span style=""color: #ff0000;""><strong>You are invited to Get Married at the Most Romantic Hotel in San Antonio, The Hotel Valencia Riverwalk!</strong></span></strong></p>
<p>&nbsp;<strong>Enjoy:<br /></strong>*Complimentary King Room on wedding night for the Newlyweds<strong><br /></strong>*Champagne and Strawberries in your Honeymoon Room<br />*Complimentary Parking for the Newlyweds<br />*Champagne Toast for All Guests<br />*Courtesy Room Block of 10 guest rooms<br />*Complimentary Set of Chair Covers for Ceremony&nbsp;<br />Complimentary Dance Floor for Reception</p>
<p class=""MsoNormal""><span style=""color: #ff0000;""><strong>*Mention you saw us on SanAntonioWeddings.com and RECEIVE Complimentary Chair Sashes for your Reception. <br /> *Dinner Pricing begins at $58 per person!</strong></span></p>
<p class=""MsoNormal""><em>This Special Offer is only for a limited time!</em></p>
<p class=""MsoNormal"">Please call 210-220-3081 or email&nbsp;<a href=""mailto:weddingsa@valenciagroup.com"">weddingsa@valenciagroup.com</a>&nbsp;for more information.</p>
<p class=""MsoNormal"">_____________________________________________________________________</p>
<p class=""MsoNormal"">Congratulations! Hotel Valencia Riverwalk is your dream destination wedding venue!<br /> - At Hotel Valencia Riverwalk, we take pride in delivering an truly unique experience and creating the unexpected for you and your guests. Our romantic atmosphere is ready to make your dreams come true.<br /> <br /> Hotel Valencia Riverwalk is the ideal location for your wedding! <br /> - We can accommodate the more intimate weddings of up to 120 people.<br /> <br /> Hotel Valencia Riverwalk <br /> - The most picturesque ceremony setting in all of downtown San Antonio. Our secluded private open air courtyard will dazzle you and your guests. You won't find a more romantic destination for your celebration than Hotel Valencia Riverwalk. From our beautiful balconies overlooking the Riverwalk to versatile banquet spaces.</p>",scantu@valenciagroup.com,A Bride-to-Be from SanAntonioWeddings.com,scantu@valenciagroup.com,https://www.facebook.com/hotelvalenciariverwalk,61685021819,https://www.instagram.com/hotelvalenciarw/?hl=en,https://www.pinterest.com/hotelvalenciarw/,"Hotel Valencia Downtown Riverwalk Wedding and Reception Venue San Antonio,TX",Hotel Valencia Riverwalk. Downtown wedding and reception venue with guest accommodations and river walk views. Perfect downtown San Antonio Wedding spot.,"hotel valencia, weddings, hotel, riverwalk, river walk, san antonio, texas, hotel valencia, riverwalk weddings, rehearsal dinners, receptions, san antonio, tx, hotel valencia, riverwalk guest accommodations, lodging, san",2102203081,2102203088,,https://www.sanantonioweddings.com/vt/hotelvalencia
7481,House of Blooms Florist,House of Blooms,"<p>At House of Blooms our policy is &ldquo;YOUR WEDDING&hellip;YOUR WAY&rdquo;.</p>
<p>WE ARE EXPERTS AT REALLY LISTENING and really hearing what your vision is for your wedding flowers. We are ready to offer suggestions to compliment what you already have planned. We welcome&nbsp;Pinterest photos, color swatches&mdash;bring in anything that you have found that you love. We also have plenty of resources for you to build your ideas from. If you haven&rsquo;t had time to explore what your vision is for your flowers, after our first meeting we will have helped you discover just that!</p>",Ginaf@houseofbloomstx.com,Brides-To-Be-San-Antonio-Weddings-Magazine,Ginaf@houseofbloomstx.com,,,,,House of Blooms Weddings,House of Blooms Wedding Florist San Antonio and HIll Country,,2103729444,,,
7482,Hyatt Hill Country Resort,Hyatt Regency Hill Country Resort and Spa,"<div>Celebrate your Hill Country wedding at the Hyatt Regency Hill Country Resort and Spa. Surrounded by the natural beauty of the San Antonio Hill Country, our resort features gorgeous indoor and outdoor wedding venues paired with Texas charm and casual elegance. Our exclusive resort provides the perfect backdrop for San Antonio weddings - from elegant ballrooms to stunning outdoor pavilions, gardens, and decks with sweeping views of the Texas countryside.<br /> <br /> Whether you prefer an intimate gathering of friends and family, or a grand gala with hundreds of guests, our beautiful venues raise the bar for any wedding celebration. Offering so much more than a location for your ceremony and reception, our countryside resort provides endless activities for the special couple and their party, including rejuvenating spa therapies or playing a round at our 27-hole championship golf course.</div>
<div>&nbsp;</div>
<div>&nbsp;</div>",kathryn.soltas@hyatt.com,A Bride-to-be from SanAntonioWeddings.com,kathryn.soltas@hyatt.com,https://www.facebook.com/media/set/?set=a.10152924275985987.1073741870.84796085986&type=3,1.34838E+14,https://www.instagram.com/hyatthillcountryweddings/,https://www.pinterest.com/hrhillcountry/weddings-at-hyatt-regency-hill-country-resort-and-/,Hyatt Regency Hill Country Resort and Spa,The Hyatt Regency Hill Country Resort and Spa. The perfect destination for your wedding. Surrounded by the beauty of the Hill Country.,"Hyatt Hill Country Resort, hyatt regency hill country, weddings, san antonio, tx, hyatt hill country resort, weddings, receptions, rehearsal dinners, hyatt hill country resort, weddings, guest accommodations, san antonio, tx,",2105204014,,,https://www.sanantonioweddings.com/vt/hyatthillcountry
7483,IllumiFloor,Illumifloor,"<p><strong>Illumifloor</strong> is lighting every step of the way on the dance floor!<br /> <br />Your party really begins as the music heats up and the dance floor becomes the center of attention. &nbsp;We're not talking just any old dance floor. &nbsp;Give your guests a great surprice with an illumifloor LED dance floor.<br /><br />This fully programmable dance floor will dazzle your next event &ndash; it&rsquo;s unlike anything you&rsquo;ve ever seen! Hundreds of colors combine with spectacular, customizable, pre-set light patterns to take your dance experience to the level of a multi-million dollar night club!<br /><br />Just think about the fun and bringing your event to life with an illumifloor LED dance floor. &nbsp;Visit us online and request a quote. &nbsp;We're more affordable than you think.</p>",info@dpceventservices.com,A Bride-to-be from SanAntonioWeddings.com,info@dpcmediaservices.com,https://www.facebook.com/pages/Illumifloor/183894721666863?fref=ts,1.83895E+14,,,"Illumifloor Wedding Lighting and Dance Floor San Antonio, TX",Illumifloor is lighting up every move you make on the dance floor. Have us at your next special event or wedding.,"illumafloor, dance floor, weddings, reception dance floors, lighted dance floor, dance, dancing,",2104795541,,NULL,
7484,Illusions Rentals & Designs,"Illusions Tents, Rentals and Event Design","<p>Illusions Tents, Rentals and Event Design delivers quality, trend-setting rentals to hundreds of weddings across Texas throughout the year, and posses 30+ years of experience in offering the most comprehensive selection of china, stemware, flatware, tables and chairs, dance floors, bars, scalable canopies, lounge furniture, custom dÃ©cor and so much more!</p>
<p>Everything youâ€™ve ever dreamed of for your wedding can be brought to life with our event design specialists at Illusions. Whether your guest list is for 120 or 1,200+, our selection of furnishings are in pristine condition to accommodate your guest-count in style. We personalize and customize wedding designs to create the perfect environment that reflects each coupleâ€™s unique style.</p>
<p>When it comes to location, we have some of the best relationships with top wedding venues throughout the state, and can help you find the location of your dreams. We can also create venues from the ground up, virtually anywhere, with our air-controlled tenting, luxury relief stations, dÃ©cor, and everything in between.</p>
<p>Our 150,00 square-foot headquarters in San Antonio is home to complete in-house production, design facility, lighting, linen and floral departments.</p>
<p>As part of The RK Group family of service companies, we also offer a one-stop wedding solution that includes services such as:<br /><br />- Creating custom menu designs and culinary excellence from Rosemaryâ€™s Catering<br />- Providing transportation services for guests from Circa DMC<br />- Designing Gobo, monogram and signage design from The RKD Studio<br />- Personalizing floral designs from Flair Floral</p>
<p>On your special day, make Illusions your first and last stop for all your wedding rental and design needs. Call our event design team now at 210-223-2742. We will be sure to make your wedding a beautiful occasion to remember.</p>",mflores@therkgroup.com,A Bride-to-be from SanAntonioWeddings.com,mflores@therkgroup.com,https://www.facebook.com/pages/San-Antonio-TX/The-RK-Group/270279615435?ref=ts,2.7028E+11,https://www.instagram.com/illusionsrentals/?hl=en,,"Illusions Tents, Rentals and Event Design San Antonio full service wedding and event rentals.","Illusions Tents, Rentals and Event Design...A full service rental company for your wedding and reception.","illusions rentals & designs, wedding rentals,Tents, Flooring, Chairs, Tables, Specialty Linen, Dance floors, Staging, Heating/Cooling Equipment, dishes, illusions rentals, wedding decorator, decorations, decorating,",2102232742,,,
7485,Image Avenue Clothiers,Image Avenue Clothiers,"<p style=""text-align: center;""><strong>Image Avenue Clothiers</strong><strong> <br /> Your Road&nbsp;to a Customized Wardrobe! </strong></p>
<p style=""text-align: center;""><strong><span style=""color: #0000ff;""><a style=""color: #0000ff;"" title=""Phil Zavala - Man of Distinction"" href=""http://sawhost.com/imageavenue/Phil_Zavala_article.pdf"" target=""_blank"">Read about our Founder - Recently featured in ""Man of Distinction""</a></span><br /> <br /> &nbsp;</strong>As a multi-faceted company, we are your formal wear specialists. We can make your one-of-a-kind, Custom Wedding Dress, Custom Suits or Tuxedos. Also ask about our custom tailoring services - all at affordable prices.</p>
<p style=""text-align: center;""><br /><span style=""font-size: 12.0pt; line-height: 115%;"">Owners Phil and Rosy Zavala have a combined 50 years of experience in the apparel industry.<span style=""mso-spacerun: yes;"">&nbsp; </span>This husband and wife duo lives to serve their clients and takes pride in creating perfectly tailored attire for life&rsquo;s celebrations.<span style=""mso-spacerun: yes;"">&nbsp; </span>&ldquo;It&rsquo;s our job to help men and women understand how their clothes are supposed to fit,&rdquo; Phil says. &ldquo;We always make sure that when a client walks out the door, they are dressed to impress.""</span></p>
<p><span style=""font-size: 12.0pt; line-height: 115%;"">Image Avenue can special order and provide Rentals and does all custom designing and tailoring in-house.<span style=""mso-spacerun: yes;"">&nbsp; </span></span></p>
<p class=""MsoNormal""><span style=""font-size: 12.0pt; line-height: 115%;"">We know what the current trends are and we know how we can specifically help our clients. Customer service is extremely important to us&mdash;we make sure to take care of every person who walks through our door.&rdquo;</span></p>
<p class=""MsoNormal""><span style=""font-size: 12.0pt; line-height: 115%;"">Please contact us at (210) 267-5866 or by email for more information and to set up your customized appointment. We look forward to assisting you with your Wedding or other Special Event wardrobe.</span></p>
<p>&nbsp;</p>",imageave99@icloud.com,A Bride-to-be from SanAntonioWeddings.com,imageave99@icloud.com,https://www.facebook.com/ImageAveClothiersLLC?fref=ts,1.3825E+14,,,"Image Ave Clothiers Custom Suits, Wedding Dresses, Bridesmaid Dresses and Tuxedo Rentals",Image Avenue Clothiers- creating perfectly tailored attire for life's celebrations.,"image avenue, weddings, tuxedos, formalwear, formal wear, weddings, tuxedo rental, alterations, image avenue clothiers,  tuxeod rental, image avenue clothiers, custom made, custom wedding, gown, bridal attire, tuxedos, image ave",2102675866,2108728786,210-413-4725.,
7486,Indulgences Hair & Body Salon,Indulgences Hair & Body Salon,"<p><em><strong>Have a Spa Party for your Bridal Party!</strong></em></p>
<p>Our spa parties are amazing and we reserve the entire 3,000 sq. ft. salon for your party. We have a couple of party options that I recommend and are our most popular. &nbsp;Your spa event usually lasts 3 1/2 to 4 1/2 hours depending on option 1 or 2.&nbsp;</p>
<p>1. &nbsp; &nbsp; Head/neck/shoulder and back massage&nbsp;</p>
<p>2. &nbsp; &nbsp; Mini-cleanse facial &nbsp;&nbsp;</p>
<p>3. &nbsp; &nbsp; Hand treatment including paraffin, exfoliation, hand/arm massage with reflexology &nbsp; &nbsp;</p>
<p>4. &nbsp; &nbsp; Detox foot soak with reflexology and foot/leg massage.</p>
<p>Option 1--Choice of 2 services, a gift certificate to Shades of Love (downstairs), wine assortment, tea, coffee, finger foods (veggie tray/ fruit tray/cheeses) keepsake candid photos. &nbsp;Per person: $135.</p>
<p>Option 2--Choice of 4 services, a gift certificate to Shades of Love (downstairs), wine assortment, tea, coffee, finger foods (veggie tray/ fruit tray/cheeses/meats) and a chocolate fountain and keepsake candid photos. &nbsp;Per &nbsp;person:$180.</p>
<p>Please let us know when you would like to book the date so that we can accommodate your party. &nbsp;Of course, if you have any questions feel free to call me at the salon &nbsp;210-384-0134. &nbsp;Each spa party is unique so if you have any ideas for your group we can visit to make a memorable experience. &nbsp;Having a spa party for a bachelorette party is a great way to enjoy your evening and wake up refreshed. To reserve your evening we require half down and the balance due at the beginning of the party.&nbsp;</p>
<div>&nbsp;</div>
<p><span style=""font-family: arial, helvetica, sans-serif;""><em><strong>We are ""More Than Just A Pretty Face""....<br /> </strong></em><br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Hassle-free weddings begin at <strong>Indulgences</strong><strong>.<br /> <br /> </strong></span><span style=""font-family: arial, helvetica, sans-serif;"">* Certified Bridal Consultant<br /> * Bridal Hair Design Artists<br /> * Hollywood Make-up Artist<br /> * Manicurist &amp; Pedicurist<br /> * Permanent Cosmetics<br /> * Massage Therapists<br /> <br /> </span><span style=""font-family: arial, helvetica, sans-serif;"">Bring your entire wedding party for a great day (or nite) of fun and Indulge yourself!&nbsp; Our nationally recognized Spa Parties include a variety of services--let us create your night, or design your own with the help of our talented Special Event Coordinators!&nbsp; Hors d'oeuvres are included, as are drinks, and each guest can receive a gift certificate to The Shades of Love.&nbsp; We also offer Xtreme Lash Extensions, which are a perfect finishing touch to your wedding day ensemble!<br /> <br /> </span>For more information, please call Indulgences at 210-384-0134, look us up on Facebook, or check out our website:&nbsp; www.indulgenceshairsalonsanantonio.com&nbsp;</p>",indulgenceshb@sbcglobal.net,A Bride-to-be from SanAntonioWeddings.com,indulgenceshb@sbcglobal.net,https://www.facebook.com/indulgenceshairandbodysalon,2.14076E+11,,,"Indulgences Hair & Body Salon Wedding Hair and Makeup San Antonio, TX",Indulgences Hair and Body Salon where you are more than just a pretty face. Total body care on your wedding day. Let us do your hair and makeup for you!,"indulgences hair and body salon, weddings, makeup, hair, beauty,  facial, eyelash extensions, san antonio, tx, indulgences, salon, health, massage, spa, body wraps, san antonio, tx, indulgences, wedding consultants",2103840134,,210-710-2322,
7487,Ivy Hall,Ivy Hall,"<div class=""row-internal row-container boomapps_vcrow"">
<div class=""row row-child"">
<div class=""row-inner"">
<div class=""pos-top pos-center align_center column_child col-lg-6 boomapps_vccolumn single-internal-gutter"">
<div class=""uncol style-light"">
<div class=""uncoltable"">
<div class=""uncell  boomapps_vccolumn no-block-padding"">
<div class=""uncont"">
<div class=""heading-text el-text"">
<h2>IVY HALL</h2>
</div>
<div class=""clear"">Tim the Girl manages, and is the exclusive caterer for, Ivy Hall, a stunning event space in San Antonio&rsquo;s King William neighborhood. Ivy Hall offers both interior and exterior event space, and can be rented as a whole, or in smaller portions.</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div class=""row-internal row-container boomapps_vcrow"">
<div class=""row row-child"">
<div class=""row-inner"">
<div class=""pos-top pos-center align_left column_child col-lg-3 boomapps_vccolumn single-internal-gutter"">&nbsp;</div>
</div>
</div>
</div>
<div class=""row-internal row-container boomapps_vcrow"">
<div class=""row row-child"">
<div class=""row-inner"">
<div class=""pos-top pos-center align_center column_child col-lg-12 boomapps_vccolumn single-internal-gutter"">
<div class=""uncol style-light"">
<div class=""uncoltable"">
<div class=""uncell  boomapps_vccolumn no-block-padding"">
<div class=""uncont""><strong>The Gardens</strong>: a lush green oasis for dinners, dancing, concerts, photo shoots, ceremonies, and more under the stars. Includes a funky container building perfect for an outdoor bar, VIP area, or staging area.</div>
<div class=""uncont"">&nbsp;</div>
<div class=""uncont""><strong>Ivy Hall</strong>: A charming vine-covered converted warehouse with elegantly appointed restrooms, a staging area, and other amenities. Ready for lectures, dinners, screenings, art exhibits, fundraisers, and more.</div>
<div class=""uncont"">&nbsp;</div>
<div class=""uncont""><strong>The Patio</strong>: an intimate space surrounded by bamboo and fairy lights, the patio makes a perfect preview or reception area before your guests proceed through to the Gardens.</div>
<div class=""uncont"">&nbsp;</div>
<div class=""uncont"">
<p>Check availability on our calendar below. For rates and packages,&nbsp;<a href=""http://timthegirl.com/book-ivy-hall/"">contact us</a>.</p>
<p>Browse more photos, and connect with us on&nbsp;<a href=""https://www.facebook.com/ivyhallevents/"" target=""_blank"" rel=""noopener"">Facebook</a>!</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",tim@timthegirl.com,Brides to Be from SanAntonioWeddings.com,tim@timthegirl.com,https://www.facebook.com/pg/ivyhallevents,2.68621E+14,https://www.instagram.com/ivyhallevents,,Ivy Hall Events,Ivy Hall Events - Weddings and Special Events,Ivy Hall Events - Weddings and Special Events,2104390300,,,https://www.sanantonioweddings.com/vt/ivyhall
7488,JAX Studio,JAX Studio,"<p>JAX STUDIO is a private luxury makeup and hairstyling studio. Our owner Jax Roberson has 18 years experience as a professional makeup artist, working beside such famous artists as Laura Mercier and Ross Burton, traveling as an a lead artist for the Laura Mercier Cosmetic House for 10 years domestically and abroad. Jax also is an active artist at New York Fashion Week where she returns yearly for the Finale of Project Runway.<br />Jax has acquired the best of the best as far as makeup artists and hairstylists in San Antonio. All of Jax's makeup artists are trained by Jax in her methods and techniques. We use luxury and professional brands, ensuring that your look is everything you dreamed and that is lasts and lasts. Our hairstylists are well versed in any style, classic to modern, using the best quality products and tools.&nbsp;<br /> Awards include:<br />Best of Weddings The Knot Texas 2017, Gold Medal Makeup from Borrowed and Blue 2017, Silver Medal Hair from Borrowed and Blue 2017, Makeup Innovator of the Year San Antonio Fashion Awards 2016, &nbsp;Artist of the Year 2016 San Antonio Magazine, 2016 &amp; 2017 Bride Favorite from San Antonio Weddings Magazine.<br />We are first trial/first reserved.&nbsp;<br />Pricing begins at $75 and up</p>",makeupbyjaxroberson@gmail.com,A bride-to-be from SanAntonioWeddings.com,makeupbyjaxroberson@gmail.com,https://www.facebook.com/JAX-Studio-1599904363556398/?fref=ts,1.5999E+15,https://www.instagram.com/explore/locations/793038344/jax-studio/,,JAX Studio Bridal Hair Makeup San Antonio,JAX Studio is where beauty meets art!  Brides will love our private luxury makeup and hairstyling studio.,"salon, weddings, makeup, hair, salon, jax studio, hair & makeup salon, weddings, jax studio, weddings, beauty, hair, make-up, jax studio, san antonio, tx",2109905299,,5129033043,
